path,size_bytes,file_count,purpose,classification,include_in_git,manifest_only,exclude,justification,risk_level,largest_files,private_path_or_mount_name_in_path,credential_like_filename_present,final_paper_relationship,future_iclr_relationship
_rb_refresh_archive_2026-06-20/rb_refresh_2026-06-20,413115653,172,"Local environment, cache, archive, backup, or duplicate package.",historical/local-only/environment/generated,no,no,yes,Explicitly excluded by the governing public-repository safety rules.,high,_rb_refresh_archive_2026-06-20/rb_refresh_2026-06-20/rb01_clean/predictions/elliptic__strict_inductive__graph_transformer__seed10.csv (7058371 B); _rb_refresh_archive_2026-06-20/rb_refresh_2026-06-20/rb01_clean/predictions/elliptic__strict_inductive__graph_transformer__seed8.csv (6964463 B); _rb_refresh_archive_2026-06-20/rb_refresh_2026-06-20/rb01_clean/predictions/elliptic__strict_inductive__graph_transformer__seed4.csv (6964363 B); _rb_refresh_archive_2026-06-20/rb_refresh_2026-06-20/rb01_clean/predictions/elliptic__strict_inductive__graph_transformer__seed1.csv (6963218 B); _rb_refresh_archive_2026-06-20/rb_refresh_2026-06-20/rb01_clean/predictions/elliptic__strict_inductive__graph_transformer__seed7.csv (6961568 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_gpu_expansion_kaggle_package,1160836,38,Project surface not part of the final dependency closure by name alone.,unknown or historical candidate,no by default,possible,yes pending proof,The allowlist is explicit; inclusion requires canonical-source evidence.,medium,aaai_gpu_expansion_kaggle_package/kaggle_run_bundle.zip (356454 B); aaai_gpu_expansion_kaggle_package/kaggle/datasets/gnn-fraud-runs-code.zip (356454 B); aaai_gpu_expansion_kaggle_package/notebooks/kaggle_aaai_gpu_expansion/08_rb13_protocol_stress_tests_full_10seed.ipynb (69990 B); aaai_gpu_expansion_kaggle_package/notebooks/kaggle_aaai_gpu_expansion/04_rb12_architecture_expansion_full_10seed.ipynb (54889 B); aaai_gpu_expansion_kaggle_package/notebooks/kaggle_aaai_gpu_expansion/07_rb13_protocol_stress_tests_smoke_2seed.ipynb (44884 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade,7178579,695,Project surface not part of the final dependency closure by name alone.,unknown or historical candidate,no by default,possible,yes pending proof,The allowlist is explicit; inclusion requires canonical-source evidence.,medium,aaai_upgrade/tables/deployment_policy_simulation.csv (1372796 B); aaai_upgrade/tables/selective_prediction_metrics.csv (1289436 B); aaai_upgrade/tables/rb13_results_long.csv (317890 B); aaai_upgrade/reports/MORE_RUNS_PACKAGE_INVENTORY.json (182800 B); aaai_upgrade/tables/rb12_results_long.csv (179501 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/.DS_Store,14340,1,"Local environment, cache, archive, backup, or duplicate package.",historical/local-only/environment/generated,no,no,yes,Explicitly excluded by the governing public-repository safety rules.,high,aaai_upgrade/.DS_Store (14340 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/A100_EXTENSION_CLAIM_POLICY.md,332,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/A100_EXTENSION_CLAIM_POLICY.md (332 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/AAAI_8_CLAIM_GATE_MAP.md,4252,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/AAAI_8_CLAIM_GATE_MAP.md (4252 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/AAAI_8_EXECUTION_ORDER.md,7563,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/AAAI_8_EXECUTION_ORDER.md (7563 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/AAAI_8_GO_NO_GO_DECISION_TREE.md,3906,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/AAAI_8_GO_NO_GO_DECISION_TREE.md (3906 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/AAAI_ARTIFACT_EXCLUSION_LIST.md,3265,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/AAAI_ARTIFACT_EXCLUSION_LIST.md (3265 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/AAAI_CONTRIBUTION_LADDER.md,3490,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/AAAI_CONTRIBUTION_LADDER.md (3490 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/AAAI_CURRENT_READINESS_VERDICT.md,7917,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/AAAI_CURRENT_READINESS_VERDICT.md (7917 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/AAAI_DECISION_AFTER_RB16_RB17.md,6575,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/AAAI_DECISION_AFTER_RB16_RB17.md (6575 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/AAAI_EVIDENCE_MAP.md,1934,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/AAAI_EVIDENCE_MAP.md (1934 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/AAAI_EXPERIMENT_ROADMAP.md,3870,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/AAAI_EXPERIMENT_ROADMAP.md (3870 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/AAAI_FINAL_MAIN_TABLE_FIGURE_PLAN.md,2456,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/AAAI_FINAL_MAIN_TABLE_FIGURE_PLAN.md (2456 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/AAAI_FINAL_MANUSCRIPT_REWRITE_AFTER_GPU_PLAN.md,1175,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/AAAI_FINAL_MANUSCRIPT_REWRITE_AFTER_GPU_PLAN.md (1175 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/AAAI_FINAL_NARRATIVE_MAP.md,3550,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/AAAI_FINAL_NARRATIVE_MAP.md (3550 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/AAAI_FINAL_READINESS_SCORECARD.md,3153,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/AAAI_FINAL_READINESS_SCORECARD.md (3153 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/AAAI_GPU_EXPANSION_BASELINE_FREEZE.md,5323,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/AAAI_GPU_EXPANSION_BASELINE_FREEZE.md (5323 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/AAAI_GPU_EXPANSION_IMPORT_GUIDE.md,3754,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/AAAI_GPU_EXPANSION_IMPORT_GUIDE.md (3754 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/AAAI_GPU_EXPANSION_PROVENANCE_LOCK.md,1157,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/AAAI_GPU_EXPANSION_PROVENANCE_LOCK.md (1157 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
aaai_upgrade/AAAI_GPU_EXPANSION_STATUS.md,1354,1,"Root configuration, documentation, script, report, or archive.",root-level candidate or report,allowlist only,possible,partial,Include only current portable configuration and required final documentation.,medium,aaai_upgrade/AAAI_GPU_EXPANSION_STATUS.md (1354 B),False,False,"Indirect, historical, local-only, or no required final-paper relationship.",Not a preferred ICLR-method development surface.
